year;month;day;hour;MN;Hs;T;wind direction
2016;4;13;9;0;1,3;9;78
2016;4;13;10;0;1,3;8;77
2016;4;13;11;0;1,3;8;75
2016;4;13;12;0;1,3;8;75
2016;4;13;13;0;1,2;8;73
2016;4;13;14;0;1,2;8;72
2016;4;13;15;0;1,1;8;70
2016;4;13;16;0;1,1;8;66
2016;4;13;17;0;1,1;8;62
2016;4;13;18;0;1,0;8;71
2016;4;13;19;0;1,0;8;69
2016;4;13;20;0;0,9;8;66
2016;4;13;21;0;0,9;7;61
2016;4;13;22;0;0,9;7;59
2016;4;13;23;0;0,9;7;63
2016;4;14;0;0;0,9;7;72
2016;4;14;1;0;0,9;8;78
2016;4;14;2;0;1,0;8;82
2016;4;14;3;0;1,0;8;83
2016;4;14;4;0;1,0;8;82
2016;4;14;5;0;1,1;8;80
2016;4;14;6;0;1,1;8;73
2016;4;14;7;0;1,0;8;83
2016;4;14;8;0;1,0;8;97
2016;4;14;9;0;1,0;8;101
2016;4;14;10;0;0,9;8;91
2016;4;14;11;0;0,9;8;77
2016;4;14;12;0;0,9;8;76
2016;4;14;13;0;0,9;7;68
2016;4;14;14;0;0,8;7;63
2016;4;14;15;0;0,8;7;54
2016;4;14;16;0;0,8;7;49
2016;4;14;17;0;0,8;7;39
2016;4;14;18;0;0,7;7;42
2016;4;14;19;0;0,7;7;33
2016;4;14;20;0;0,7;7;37
2016;4;14;21;0;0,7;7;40
2016;4;14;22;0;0,6;7;25
2016;4;14;23;0;0,6;7;10
2016;4;15;0;0;0,6;7;8
2016;4;15;1;0;0,6;7;5
2016;4;15;2;0;0,7;7;353
2016;4;15;3;0;0,7;5;350
2016;4;15;4;0;0,7;4;345
2016;4;15;5;0;0,6;4;329
2016;4;15;6;0;0,6;4;311
2016;4;15;7;0;0,6;4;311
2016;4;15;8;0;0,7;4;335
2016;4;15;9;0;1,3;4;20
2016;4;15;10;0;1,9;5;16
2016;4;15;11;0;2,3;6;9
2016;4;15;12;0;2,5;7;14
2016;4;15;13;0;2,6;7;11
2016;4;15;14;0;2,6;8;8
2016;4;15;15;0;2,7;8;6
2016;4;15;16;0;2,7;8;6
2016;4;15;17;0;2,8;8;7
2016;4;15;18;0;2,9;8;4
2016;4;15;19;0;2,9;8;12
2016;4;15;20;0;3,0;8;14
2016;4;15;21;0;3,0;8;11
2016;4;15;22;0;3,0;8;6
2016;4;15;23;0;2,9;9;4
2016;4;16;0;0;2,9;10;5
2016;4;16;1;0;2,8;10;9
2016;4;16;2;0;2,7;10;10
2016;4;16;3;0;2,6;10;2
2016;4;16;4;0;2,5;11;357
2016;4;16;5;0;2,4;11;359
2016;4;16;6;0;2,3;11;11
2016;4;16;7;0;2,3;11;7
2016;4;16;8;0;2,2;11;5
2016;4;16;9;0;2,2;11;0
2016;4;16;10;0;2,2;11;2
2016;4;16;11;0;2,1;11;5
2016;4;16;12;0;2,1;11;5
2016;4;16;13;0;2,1;11;4
2016;4;16;14;0;2,1;11;1
2016;4;16;15;0;2,1;11;356
2016;4;16;16;0;2,1;11;356
2016;4;16;17;0;2,1;11;355
2016;4;16;18;0;2,0;11;349
2016;4;16;19;0;1,9;10;349
2016;4;16;20;0;1,9;10;353
2016;4;16;21;0;1,8;10;355
2016;4;16;22;0;1,7;10;354
2016;4;16;23;0;1,7;10;345
2016;4;17;0;0;1,6;10;343
2016;4;17;1;0;1,5;10;327
2016;4;17;2;0;1,5;10;305
2016;4;17;3;0;1,4;10;293
2016;4;17;4;0;1,3;10;285
2016;4;17;5;0;1,3;10;277
2016;4;17;6;0;1,3;10;262
2016;4;17;7;0;1,3;10;253
2016;4;17;8;0;1,3;10;248
2016;4;17;9;0;1,3;10;244
2016;4;17;10;0;1,5;5;247
2016;4;17;11;0;1,6;5;254
2016;4;17;12;0;1,7;6;252
2016;4;17;13;0;1,8;6;251
2016;4;17;14;0;2,0;7;248
2016;4;17;15;0;2,1;7;249
2016;4;17;16;0;2,2;8;254
2016;4;17;17;0;2,3;8;255
2016;4;17;18;0;2,4;8;251
2016;4;17;19;0;2,5;9;253
2016;4;17;20;0;2,5;9;256
2016;4;17;21;0;2,6;9;253
2016;4;17;22;0;2,6;9;259
2016;4;17;23;0;2,7;9;261
2016;4;18;0;0;2,8;9;256
2016;4;18;1;0;2,8;9;258
2016;4;18;2;0;2,8;9;258
2016;4;18;3;0;2,8;9;262
2016;4;18;4;0;2,8;9;263
2016;4;18;5;0;2,8;9;280
2016;4;18;6;0;2,8;9;283
2016;4;18;7;0;2,8;10;283
2016;4;18;8;0;2,8;10;284
2016;4;18;9;0;2,9;10;285
2016;4;18;10;0;2,9;11;289
2016;4;18;11;0;3,0;11;294
2016;4;18;12;0;3,0;11;295
2016;4;18;13;0;3,1;12;296
2016;4;18;14;0;3,2;12;298
2016;4;18;15;0;3,3;12;300
2016;4;18;16;0;3,3;12;300
2016;4;18;17;0;3,3;12;298
2016;4;18;18;0;3,2;12;294
2016;4;18;19;0;3,1;12;294
2016;4;18;20;0;3,0;12;297
2016;4;18;21;0;2,8;11;303
2016;4;18;22;0;2,7;11;305
2016;4;18;23;0;2,6;11;308
2016;4;19;0;0;2,6;11;301
2016;4;19;1;0;2,5;11;299
2016;4;19;2;0;2,5;11;300
2016;4;19;3;0;2,5;11;289
2016;4;19;4;0;2,6;11;255
2016;4;19;5;0;2,6;12;236
2016;4;19;6;0;2,7;12;224
2016;4;19;7;0;2,8;12;216
2016;4;19;8;0;2,8;11;211
2016;4;19;9;0;2,7;11;196
2016;4;19;10;0;2,7;11;195
2016;4;19;11;0;2,6;11;205
2016;4;19;12;0;2,5;11;223
2016;4;19;13;0;2,5;11;258
2016;4;19;14;0;2,4;11;272
2016;4;19;15;0;2,3;11;277
2016;4;19;16;0;2,3;11;276
2016;4;19;17;0;2,2;11;280
2016;4;19;18;0;2,1;10;302
2016;4;19;19;0;2,1;10;0
2016;4;19;20;0;2,0;10;55
2016;4;19;21;0;2,0;10;85
2016;4;19;22;0;1,9;10;102
2016;4;19;23;0;1,8;10;110
2016;4;20;0;0;1,8;10;128
2016;4;20;1;0;1,7;10;145
2016;4;20;2;0;1,7;10;145
2016;4;20;3;0;1,6;10;101
2016;4;20;4;0;1,6;10;70
2016;4;20;5;0;1,5;10;72
2016;4;20;6;0;1,5;10;94
2016;4;20;7;0;1,5;9;111
2016;4;20;8;0;1,4;9;114
2016;4;20;9;0;1,4;9;115
2016;4;20;10;0;1,3;9;107
2016;4;20;11;0;1,3;9;85
2016;4;20;12;0;1,3;9;62
2016;4;20;13;0;1,2;9;53
2016;4;20;14;0;1,2;9;56
2016;4;20;15;0;1,1;9;55
2016;4;20;16;0;1,1;9;59
2016;4;20;17;0;1,1;9;63
2016;4;20;18;0;1,1;9;52
2016;4;20;19;0;1,1;9;45
2016;4;20;20;0;1,1;8;46
2016;4;20;21;0;1,1;8;54
2016;4;20;22;0;1,1;8;63
2016;4;20;23;0;1,0;8;62
2016;4;21;0;0;1,0;8;65
2016;4;21;1;0;1,0;8;74
2016;4;21;2;0;1,0;8;55
2016;4;21;3;0;1,0;8;47
2016;4;21;4;0;1,0;8;61
2016;4;21;5;0;1,0;8;58
2016;4;21;6;0;1,1;8;40
2016;4;21;7;0;1,1;8;36
2016;4;21;8;0;1,2;8;41
2016;4;21;9;0;1,2;8;47
2016;4;21;10;0;1,3;9;48
2016;4;21;11;0;1,4;9;44
2016;4;21;12;0;1,5;10;37
2016;4;21;13;0;1,5;12;34
2016;4;21;14;0;1,6;12;32
2016;4;21;15;0;1,7;12;35
2016;4;21;16;0;1,8;12;39
2016;4;21;17;0;1,9;12;37
2016;4;21;18;0;2,0;11;27
2016;4;21;19;0;2,0;11;27
2016;4;21;20;0;2,1;11;30
2016;4;21;21;0;2,2;11;30
2016;4;21;22;0;2,3;11;29
2016;4;21;23;0;2,4;11;31
2016;4;22;0;0;2,4;11;33
2016;4;22;1;0;2,3;11;33
2016;4;22;2;0;2,2;10;53
2016;4;22;3;0;2,1;10;93
2016;4;22;4;0;1,9;10;95
2016;4;22;5;0;1,8;10;90
2016;4;22;6;0;1,7;10;92
2016;4;22;7;0;1,7;10;85
2016;4;22;8;0;1,6;10;79
2016;4;22;9;0;1,6;10;70
2016;4;22;10;0;1,5;10;59
2016;4;22;11;0;1,5;10;49
2016;4;22;12;0;1,5;9;38
2016;4;22;13;0;1,4;9;31
2016;4;22;14;0;1,4;9;26
2016;4;22;15;0;1,4;9;25
2016;4;22;16;0;1,5;9;26
2016;4;22;17;0;1,5;9;24
2016;4;22;18;0;1,6;9;18
2016;4;22;19;0;1,6;9;16
2016;4;22;20;0;1,6;9;15
2016;4;22;21;0;1,7;9;18
2016;4;22;22;0;1,7;6;20
2016;4;22;23;0;1,7;6;20
2016;4;23;0;0;1,8;6;19
2016;4;23;1;0;1,7;6;18
2016;4;23;2;0;1,7;6;16
2016;4;23;3;0;1,7;6;16
2016;4;23;4;0;1,6;6;17
2016;4;23;5;0;1,5;6;17
2016;4;23;6;0;1,4;6;15
2016;4;23;7;0;1,4;8;11
2016;4;23;8;0;1,3;8;7
2016;4;23;9;0;1,3;8;6
2016;4;23;10;0;1,2;8;4
2016;4;23;11;0;1,2;7;3
2016;4;23;12;0;1,2;7;350
2016;4;23;13;0;1,2;7;342
2016;4;23;14;0;1,2;7;340
2016;4;23;15;0;1,2;7;345
2016;4;23;16;0;1,2;7;349
2016;4;23;17;0;1,3;7;344
2016;4;23;18;0;1,3;6;342
2016;4;23;19;0;1,4;6;345
2016;4;23;20;0;1,4;6;345
2016;4;23;21;0;1,4;6;347
2016;4;23;22;0;1,3;6;343
2016;4;23;23;0;1,3;6;338
2016;4;24;0;0;1,2;6;320
2016;4;24;1;0;1,2;6;302
2016;4;24;2;0;1,1;6;303
2016;4;24;3;0;1,1;7;306
2016;4;24;4;0;1,2;7;310
2016;4;24;5;0;1,2;7;315
2016;4;24;6;0;1,2;6;317
2016;4;24;7;0;1,2;6;321
2016;4;24;8;0;1,3;6;322
2016;4;24;9;0;1,3;6;314
2016;4;24;10;0;1,3;6;310
2016;4;24;11;0;1,3;6;318
2016;4;24;12;0;1,3;6;316
2016;4;24;13;0;1,3;7;315
2016;4;24;14;0;1,3;7;305
2016;4;24;15;0;1,3;7;301
2016;4;24;16;0;1,3;7;302
2016;4;24;17;0;1,3;7;301
2016;4;24;18;0;1,3;7;296
2016;4;24;19;0;1,4;7;299
2016;4;24;20;0;1,4;7;299
2016;4;24;21;0;1,4;7;301
2016;4;24;22;0;1,4;9;309
2016;4;24;23;0;1,5;9;315
2016;4;25;0;0;1,5;8;311
2016;4;25;1;0;1,5;8;312
2016;4;25;2;0;1,5;8;321
2016;4;25;3;0;1,5;8;327
2016;4;25;4;0;1,6;8;331
2016;4;25;5;0;1,6;6;337
2016;4;25;6;0;1,6;6;344
2016;4;25;7;0;1,7;6;356
2016;4;25;8;0;1,7;6;357
2016;4;25;9;0;1,8;6;360
2016;4;25;10;0;2,0;6;3
2016;4;25;11;0;2,1;6;360
2016;4;25;12;0;2,3;7;356
2016;4;25;13;0;2,4;7;356
2016;4;25;14;0;2,5;7;356
2016;4;25;15;0;2,6;8;355
2016;4;25;16;0;2,7;8;355
2016;4;25;17;0;2,7;8;354
2016;4;25;18;0;2,8;8;360
2016;4;25;19;0;2,8;8;356
2016;4;25;20;0;2,8;8;352
2016;4;25;21;0;2,8;8;353
2016;4;25;22;0;2,9;8;351
2016;4;25;23;0;3,0;8;354
2016;4;26;0;0;3,1;8;356
2016;4;26;1;0;3,3;9;354
2016;4;26;2;0;3,3;9;353
2016;4;26;3;0;3,3;9;355
2016;4;26;4;0;3,2;9;0
2016;4;26;5;0;3,3;9;2
2016;4;26;6;0;3,3;9;6
2016;4;26;7;0;3,4;9;6
2016;4;26;8;0;3,6;9;4
2016;4;26;9;0;3,7;9;0
2016;4;26;10;0;3,7;9;358
2016;4;26;11;0;3,6;9;357
2016;4;26;12;0;3,5;9;355
2016;4;26;13;0;3,4;9;356
2016;4;26;14;0;3,3;9;359
2016;4;26;15;0;3,2;9;359
2016;4;26;16;0;3,2;9;0
2016;4;26;17;0;3,1;9;358
2016;4;26;18;0;3,0;8;354
2016;4;26;19;0;2,8;8;353
2016;4;26;20;0;2,7;8;353
2016;4;26;21;0;2,5;8;354
2016;4;26;22;0;2,4;9;358
2016;4;26;23;0;2,3;9;357
2016;4;27;0;0;2,2;9;1
2016;4;27;1;0;2,1;9;2
2016;4;27;2;0;2,0;9;0
2016;4;27;3;0;2,0;9;358
2016;4;27;4;0;1,9;9;356
2016;4;27;5;0;1,9;9;352
2016;4;27;6;0;1,8;8;354
2016;4;27;7;0;1,8;8;348
2016;4;27;8;0;1,7;8;351
2016;4;27;9;0;1,7;8;355
2016;4;27;10;0;1,6;8;351
2016;4;27;11;0;1,6;8;346
2016;4;27;12;0;1,5;8;342
2016;4;27;13;0;1,5;8;335
2016;4;27;14;0;1,5;8;333
2016;4;27;15;0;1,5;8;333
2016;4;27;16;0;1,5;8;335
2016;4;27;17;0;1,5;8;336
2016;4;27;18;0;1,5;8;337
2016;4;27;19;0;1,5;8;339
2016;4;27;20;0;1,5;8;328
2016;4;27;21;0;1,5;8;310
2016;4;27;22;0;1,4;8;297
2016;4;27;23;0;1,4;8;301
2016;4;28;0;0;1,4;8;279
2016;4;28;1;0;1,4;8;270
2016;4;28;2;0;1,4;8;254
2016;4;28;3;0;1,3;8;238
2016;4;28;4;0;1,3;8;227
2016;4;28;5;0;1,3;8;202
2016;4;28;6;0;1,3;8;186
2016;4;28;7;0;1,3;9;269
2016;4;28;8;0;1,3;9;302
2016;4;28;9;0;1,3;9;289
2016;4;28;10;0;1,3;9;303
2016;4;28;11;0;1,4;8;348
2016;4;28;12;0;1,5;8;3
2016;4;28;13;0;1,7;8;4
2016;4;28;14;0;2,0;8;351
2016;4;28;15;0;2,3;9;337
2016;4;28;16;0;2,3;9;323
2016;4;28;17;0;2,3;9;306
2016;4;28;18;0;2,2;9;298
2016;4;28;19;0;2,1;9;296
2016;4;28;20;0;2,0;9;308
2016;4;28;21;0;1,9;9;321
2016;4;28;22;0;1,9;9;317
2016;4;28;23;0;2,0;9;322
2016;4;29;0;0;2,2;11;316
2016;4;29;1;0;2,3;11;323
2016;4;29;2;0;2,2;11;348
2016;4;29;3;0;2,1;10;17
2016;4;29;4;0;2,1;10;26
2016;4;29;5;0;2,0;10;18
2016;4;29;6;0;2,0;9;2
2016;4;29;7;0;2,0;9;6
2016;4;29;8;0;2,0;9;7
2016;4;29;9;0;2,0;9;4
2016;4;29;10;0;2,0;8;1
2016;4;29;11;0;2,0;8;358
2016;4;29;12;0;2,0;8;349
2016;4;29;13;0;1,9;8;333
2016;4;29;14;0;1,8;10;319
2016;4;29;15;0;1,8;10;311
2016;4;29;16;0;1,8;10;321
2016;4;29;17;0;2,0;10;333
2016;4;29;18;0;2,2;10;335
2016;4;29;19;0;2,4;9;333
2016;4;29;20;0;2,4;9;332
2016;4;29;21;0;2,4;8;330
2016;4;29;22;0;2,2;8;322
2016;4;29;23;0;2,1;8;312
2016;4;30;0;0;2,0;8;299
2016;4;30;1;0;1,9;8;296
2016;4;30;2;0;1,8;8;291
2016;4;30;3;0;1,8;8;297
2016;4;30;4;0;1,7;7;290
2016;4;30;5;0;1,7;7;287
2016;4;30;6;0;1,7;6;281
2016;4;30;7;0;1,6;6;284
2016;4;30;8;0;1,6;6;284
2016;4;30;9;0;1,6;6;281
2016;4;30;10;0;1,6;7;274
2016;4;30;11;0;1,6;7;272
2016;4;30;12;0;1,6;7;254
2016;4;30;13;0;1,6;7;253
2016;4;30;14;0;1,5;7;253
2016;4;30;15;0;1,5;7;250
2016;4;30;16;0;1,5;7;247
2016;4;30;17;0;1,5;7;239
2016;4;30;18;0;1,5;7;229
2016;4;30;19;0;1,4;7;214
2016;4;30;20;0;1,4;7;201
2016;4;30;21;0;1,3;8;187
2016;4;30;22;0;1,3;8;190
2016;4;30;23;0;1,4;8;190
2016;5;1;0;0;1,5;7;188
2016;5;1;1;0;1,5;7;189
2016;5;1;2;0;1,6;7;187
2016;5;1;3;0;1,7;7;193
2016;5;1;4;0;1,8;8;208
2016;5;1;5;0;1,9;8;258
2016;5;1;6;0;1,8;9;309
2016;5;1;7;0;1,7;9;276
2016;5;1;8;0;1,6;9;268
2016;5;1;9;0;1,5;9;263
2016;5;1;10;0;1,5;8;252
2016;5;1;11;0;1,4;8;242
2016;5;1;12;0;1,4;8;231
2016;5;1;13;0;1,4;8;222
2016;5;1;14;0;1,3;8;172
2016;5;1;15;0;1,3;8;160
2016;5;1;16;0;1,3;8;187
2016;5;1;17;0;1,4;8;210
2016;5;1;18;0;1,6;8;216
2016;5;1;19;0;1,7;8;214
2016;5;1;20;0;1,8;8;208
2016;5;1;21;0;1,8;8;200
2016;5;1;22;0;1,9;8;194
2016;5;1;23;0;2,1;9;192
2016;5;2;0;0;2,3;9;198
2016;5;2;1;0;2,5;14;195
2016;5;2;2;0;2,7;10;223
2016;5;2;3;0;2,9;10;249
2016;5;2;4;0;2,9;11;227
2016;5;2;5;0;2,8;11;228
2016;5;2;6;0;2,8;11;229
2016;5;2;7;0;2,9;11;251
2016;5;2;8;0;3,1;10;252
2016;5;2;9;0;3,3;10;247
2016;5;2;10;0;3,6;11;249
2016;5;2;11;0;3,7;11;261
2016;5;2;12;0;3,7;11;265
2016;5;2;13;0;3,7;11;271
2016;5;2;14;0;3,6;11;265
2016;5;2;15;0;3,7;11;258
2016;5;2;16;0;3,7;11;252
2016;5;2;17;0;3,7;11;256
2016;5;2;18;0;3,7;11;266
2016;5;2;19;0;3,7;11;272
2016;5;2;20;0;3,7;11;270
2016;5;2;21;0;3,7;11;266
2016;5;2;22;0;3,7;11;265
2016;5;2;23;0;3,6;11;261
2016;5;3;0;0;3,6;11;257
2016;5;3;1;0;3,6;11;257
2016;5;3;2;0;3,6;11;259
2016;5;3;3;0;3,6;11;267
2016;5;3;4;0;3,6;11;271
2016;5;3;5;0;3,6;12;273
2016;5;3;6;0;3,6;12;270
2016;5;3;7;0;3,6;12;269
2016;5;3;8;0;3,6;12;266
2016;5;3;9;0;3,6;12;265
2016;5;3;10;0;3,6;12;263
2016;5;3;11;0;3,6;12;263
2016;5;3;12;0;3,6;12;257
2016;5;3;13;0;3,5;12;257
2016;5;3;14;0;3,5;12;254
2016;5;3;15;0;3,4;12;246
2016;5;3;16;0;3,3;12;241
2016;5;3;17;0;3,2;12;237
2016;5;3;18;0;3,1;12;238
2016;5;3;19;0;3,0;11;226
2016;5;3;20;0;2,9;11;209
2016;5;3;21;0;2,8;11;192
2016;5;3;22;0;2,7;11;187
2016;5;3;23;0;2,6;11;184
2016;5;4;0;0;2,5;11;179
2016;5;4;1;0;2,5;11;189
2016;5;4;2;0;2,4;11;186
2016;5;4;3;0;2,4;11;179
2016;5;4;4;0;2,4;11;178
2016;5;4;5;0;2,4;11;180
2016;5;4;6;0;2,4;10;179
2016;5;4;7;0;2,4;10;180
2016;5;4;8;0;2,4;10;180
2016;5;4;9;0;2,4;10;185
2016;5;4;10;0;2,4;10;187
2016;5;4;11;0;2,4;10;193
2016;5;4;12;0;2,5;11;198
2016;5;4;13;0;2,5;11;201
2016;5;4;14;0;2,6;11;209
2016;5;4;15;0;2,5;11;216
2016;5;4;16;0;2,4;11;223
2016;5;4;17;0;2,3;11;221
2016;5;4;18;0;2,2;11;205
2016;5;4;19;0;2,2;11;207
2016;5;4;20;0;2,2;11;206
2016;5;4;21;0;2,2;12;204
2016;5;4;22;0;2,3;12;201
2016;5;4;23;0;2,5;13;203
2016;5;5;0;0;2,7;13;209
2016;5;5;1;0;2,8;14;210
2016;5;5;2;0;3,0;14;208
2016;5;5;3;0;3,1;14;203
2016;5;5;4;0;3,2;14;198
2016;5;5;5;0;3,3;14;200
2016;5;5;6;0;3,4;14;205
2016;5;5;7;0;3,4;14;208
2016;5;5;8;0;3,5;14;212
2016;5;5;9;0;3,6;14;214
2016;5;5;10;0;3,6;14;222
2016;5;5;11;0;3,6;14;227
2016;5;5;12;0;3,6;14;233
2016;5;5;13;0;3,5;13;236
2016;5;5;14;0;3,3;13;237
2016;5;5;15;0;3,2;13;239
2016;5;5;16;0;3,0;13;244
2016;5;5;17;0;2,8;13;245
2016;5;5;18;0;2,7;13;243
2016;5;5;19;0;2,5;13;242
2016;5;5;20;0;2,4;12;238
2016;5;5;21;0;2,3;12;233
2016;5;5;22;0;2,2;12;226
2016;5;5;23;0;2,2;12;219
2016;5;6;0;0;2,1;12;232
2016;5;6;1;0;2,1;12;241
2016;5;6;2;0;2,0;11;247
2016;5;6;3;0;2,0;11;256
2016;5;6;4;0;2,0;11;264
2016;5;6;5;0;1,9;11;270
2016;5;6;6;0;1,9;11;234
2016;5;6;7;0;1,8;11;238
2016;5;6;8;0;1,8;11;251
2016;5;6;9;0;1,7;11;256
2016;5;6;10;0;1,7;11;283
2016;5;6;11;0;1,7;11;307
2016;5;6;12;0;1,7;10;333
2016;5;6;13;0;1,7;10;353
2016;5;6;14;0;1,7;10;3
2016;5;6;15;0;1,7;10;9
2016;5;6;16;0;1,7;10;13
2016;5;6;17;0;1,7;10;18
2016;5;6;18;0;1,7;10;23
2016;5;6;19;0;1,7;10;23
2016;5;6;20;0;1,7;10;22
2016;5;6;21;0;1,7;9;16
2016;5;6;22;0;1,8;9;18
2016;5;6;23;0;1,8;9;21
2016;5;7;0;0;1,8;9;23
2016;5;7;1;0;1,9;9;23
2016;5;7;2;0;1,9;9;24
2016;5;7;3;0;2,0;9;22
2016;5;7;4;0;2,0;9;21
2016;5;7;5;0;2,0;9;25
2016;5;7;6;0;2,0;6;27
2016;5;7;7;0;2,0;6;32
2016;5;7;8;0;2,0;9;41
2016;5;7;9;0;1,9;9;53
2016;5;7;10;0;1,8;8;68
2016;5;7;11;0;1,8;8;70
2016;5;7;12;0;1,7;8;66
2016;5;7;13;0;1,7;8;64
2016;5;7;14;0;1,7;9;59
2016;5;7;15;0;1,7;9;52
2016;5;7;16;0;1,7;9;47
2016;5;7;17;0;1,7;9;49
2016;5;7;18;0;1,7;9;52
2016;5;7;19;0;1,8;9;60
2016;5;7;20;0;1,8;9;68
2016;5;7;21;0;1,8;9;70
2016;5;7;22;0;1,8;9;70
2016;5;7;23;0;1,8;8;75
2016;5;8;0;0;1,7;8;81
2016;5;8;1;0;1,7;8;85
2016;5;8;2;0;1,7;8;86
2016;5;8;3;0;1,7;8;89
2016;5;8;4;0;1,7;8;95
2016;5;8;5;0;1,7;8;99
2016;5;8;6;0;1,6;8;101
2016;5;8;7;0;1,6;8;97
2016;5;8;8;0;1,5;8;94
2016;5;8;9;0;1,4;8;99
2016;5;8;10;0;1,4;8;96
2016;5;8;11;0;1,3;8;96
2016;5;8;12;0;1,3;8;92
2016;5;8;13;0;1,2;8;86
2016;5;8;14;0;1,2;8;87
2016;5;8;15;0;1,1;8;83
2016;5;8;16;0;1,1;8;80
2016;5;8;17;0;1,1;8;76
2016;5;8;18;0;1,0;8;78
2016;5;8;19;0;1,0;9;76
2016;5;8;20;0;0,9;9;73
2016;5;8;21;0;0,9;10;72
2016;5;8;22;0;0,9;10;74
2016;5;8;23;0;0,9;10;77
2016;5;9;0;0;0,9;10;79
2016;5;9;1;0;1,0;10;87
2016;5;9;2;0;1,1;10;92
2016;5;9;3;0;1,1;10;87
2016;5;9;4;0;1,1;10;81
2016;5;9;5;0;1,0;10;77
2016;5;9;6;0;1,1;10;86
2016;5;9;7;0;1,1;10;89
2016;5;9;8;0;1,1;9;87
2016;5;9;9;0;1,2;9;84
2016;5;9;10;0;1,2;9;83
2016;5;9;11;0;1,1;9;78
2016;5;9;12;0;1,1;9;79
2016;5;9;13;0;1,1;9;79
2016;5;9;14;0;1,1;9;78
2016;5;9;15;0;1,1;9;74
2016;5;9;16;0;1,1;9;74
2016;5;9;17;0;1,2;9;74
2016;5;9;18;0;1,1;9;73
2016;5;9;19;0;1,1;9;70
2016;5;9;20;0;1,1;9;70
2016;5;9;21;0;1,1;9;82
2016;5;9;22;0;1,2;9;87
2016;5;9;23;0;1,2;9;86
2016;5;10;0;0;1,2;9;78
2016;5;10;1;0;1,2;9;79
2016;5;10;2;0;1,2;9;80
2016;5;10;3;0;1,2;9;79
2016;5;10;4;0;1,2;9;81
2016;5;10;5;0;1,2;9;80
2016;5;10;6;0;1,1;9;79
2016;5;10;7;0;1,1;9;77
2016;5;10;8;0;1,1;9;79
2016;5;10;9;0;1,1;9;80
2016;5;10;10;0;1,1;9;78
2016;5;10;11;0;1,1;9;74
2016;5;10;12;0;1,1;9;79
2016;5;10;13;0;1,1;9;67
2016;5;10;14;0;1,1;9;54
2016;5;10;15;0;1,1;9;41
2016;5;10;16;0;1,1;9;53
2016;5;10;17;0;1,3;9;66
2016;5;10;18;0;1,4;9;69
2016;5;10;19;0;1,5;9;75
2016;5;10;20;0;1,5;9;81
2016;5;10;21;0;1,6;5;83
2016;5;10;22;0;1,7;5;83
2016;5;10;23;0;1,6;5;81
2016;5;11;0;0;1,6;5;78
2016;5;11;1;0;1,6;5;80
2016;5;11;2;0;1,6;5;78
2016;5;11;3;0;1,5;5;79
2016;5;11;4;0;1,5;5;81
2016;5;11;5;0;1,5;5;77
2016;5;11;6;0;1,5;5;80
2016;5;11;7;0;1,5;5;75
2016;5;11;8;0;1,4;5;71
2016;5;11;9;0;1,4;5;72
2016;5;11;10;0;1,4;5;73
2016;5;11;11;0;1,3;5;73
2016;5;11;12;0;1,3;5;75
2016;5;11;13;0;1,2;5;65
2016;5;11;14;0;1,2;5;55
2016;5;11;15;0;1,1;5;53
2016;5;11;16;0;1,1;5;46
2016;5;11;17;0;1,1;5;45
2016;5;11;18;0;1,0;5;52
2016;5;11;19;0;1,0;5;56
2016;5;11;20;0;1,0;5;54
2016;5;11;21;0;1,0;5;54
2016;5;11;22;0;1,0;5;60
2016;5;11;23;0;1,0;5;67
2016;5;12;0;0;1,0;5;74
2016;5;12;1;0;1,1;5;75
2016;5;12;2;0;1,1;5;73
2016;5;12;3;0;1,1;5;73
2016;5;12;4;0;1,1;5;69
2016;5;12;5;0;1,0;5;65
2016;5;12;6;0;1,0;5;62
2016;5;12;7;0;1,0;5;66
2016;5;12;8;0;1,0;5;70
2016;5;12;9;0;1,0;5;72
2016;5;12;10;0;0,9;5;63
2016;5;12;11;0;0,9;5;54
2016;5;12;12;0;0,9;5;55
2016;5;12;13;0;0,8;5;62
2016;5;12;14;0;0,8;5;56
2016;5;12;15;0;0,8;5;50
2016;5;12;16;0;0,8;5;51
2016;5;12;17;0;0,8;5;47
2016;5;12;18;0;0,8;5;26
2016;5;12;19;0;0,8;5;27
2016;5;12;20;0;0,7;5;38
2016;5;12;21;0;0,7;10;47
2016;5;12;22;0;0,7;10;58
2016;5;12;23;0;0,7;10;72
2016;5;13;0;0;0,6;10;14
2016;5;13;1;0;0,6;10;22
2016;5;13;2;0;0,7;10;33
2016;5;13;3;0;0,7;10;38
2016;5;13;4;0;0,8;10;34
2016;5;13;5;0;0,8;6;40
2016;5;13;6;0;0,9;6;55
2016;5;13;7;0;0,9;6;55
2016;5;13;8;0;1,0;7;63
2016;5;13;9;0;1,0;7;66
2016;5;13;10;0;1,1;7;63
2016;5;13;11;0;1,1;8;62
2016;5;13;12;0;1,2;8;63
2016;5;13;13;0;1,3;8;67
2016;5;13;14;0;1,4;8;74
2016;5;13;15;0;1,4;8;72
2016;5;13;16;0;1,4;8;64
2016;5;13;17;0;1,4;8;61
2016;5;13;18;0;1,4;8;65
2016;5;13;19;0;1,4;8;64
2016;5;13;20;0;1,4;8;62
2016;5;13;21;0;1,3;8;65
2016;5;13;22;0;1,3;7;75
2016;5;13;23;0;1,3;7;90
